0,(재)강원정보문화진흥원,16044.0,34,136,전기시설+상하수도시설+화장실+샤워실,0
205,아트 앤 체험캠프,14071.0,45,180,"화장실, 샤워실, 취사장",0
206,아트앤체험캠프,14071.0,45,180,"화장실, 샤워실, 취사장",0
207,알프스농원 캠핑장,,26,104,"화장실, 샤워실, 매점",0
208,약수골캠프촌 오토캠핑장,,17,90,"상하수도시설, 전기시설, 화장실, 취사시설, 카라반, 관리실, 해먹설치대",0
209,양산숲오토캠핑장,3500.0,15,60,화장실+공동취사장,0
210,양양 고인돌 오토캠핑장,8330.0,59,210,화장실1+샤워실1,0
211,양양죽도오토캠핑장,5048.0,18,48,화장실1+샤워실1,0
212,양주감악산캠핑장,8317.0,25,60,전기시설+상하수도시설+샤워실+화장실,0
213,양평꿈의마을오토캠핑장,9261.0,34,136,화장실 개수대 샤워장,0
214,어라운드폴리캠프,,17,68,관리동 등,0
215,어섬캠핑장,3444.0,6,36,전기시설+샤워실+화장실+가스시설,0
216,엄마랑 놀자 키즈글램핑,,1,120,"전기시설,샤워실,관리동,미니축구장,오락실,수영장,자전거놀이터,글램핑29",0
217,여울소리,2705.0,7,28,"화장실, 샤워실, 개수대",0
218,여주 카라반 체험장,4917.0,12,20,화장실+전기시설+샤워실+상하수도 시설,0
219,여주산촌관광농원,3618.0,20,80,화장실+전기시설+샤워실+상하수도 시설,0
220,연개소문관광농원캠핑,1000.0,6,24,상수도+전기시설+화장실+취사시설+샤워실,0
221,연곡해변 솔향기캠핑장,33107.0,137,712,전기시설+상하수도시설+샤워장,0
222,연산황산벌 오토캠핑장,3963.0,13,60,상하수도시설+전기시설+화장실+취사시설+샤워실,0
223,연산황산벌 오토캠핑장,3963.0,13,60,상하수도+전기+화장실,0
224,연천재인폭포오토캠핑장,2056.0,8,500,전기시설+상하수도시설+샤워실,0
225,연화산 반딧불이 캠핑장,8928.0,40,160,"화장실, 샤워실, 취사장",0
226,연화산반딧불이캠핑장,8928.0,40,160,"화장실, 샤워실, 취사장",0
227,영덕고래불국민야영장,72002.0,123,500,취사시설+샤워장,0
228,영오캠핑장,,23,92,"화장실, 샤워실, 취사장",0
229,영월 동강오토캠핑장,9505.0,34,136,"화장실, 샤워실, 개수대",0
230,영월 외룡 캠핑장,2400.0,38,152,"화장실, 샤워실, 개수대",0
231,영월약수터 오토캠핑장,4672.0,40,160,"화장실, 샤워실, 개수대",0
232,영천시공예촌캠핑체험장,18681.0,35,1,"상하수도, 전기, 화장실, 취사, 샤워실",0
233,예당관광지국민여가캠핑장,6797.0,27,108,상하수도시설+전기시설+화장실+취사시설+샤워실,0
234,예당관광지국민여가캠핑장,6797.0,27,108,상하수도시설+전기시설+화장실+취사시설+샤워실,0
235,예마을 캠핑장,1155.0,1,35,"화장실, 취사장",0
236,오고집 글램핑,1704.0,10,20,화장실+취사시설+,0
237,오름새,5020.0,15,20,화장실+전기시설+샤워실+상하수도 시설,0
238,옥화자연휴양림 국민여가오토캠핑장,12500.0,40,300,관리실+화장실+샤워실+개수대,0
239,와글와글캠핑스토리 캠프산음,2068.0,14,56,화장실 개수대 샤워장,0
240,와룡자연휴양림자동차야영장,2800.0,18,180,"상하수도, 전기시설, 화장실, 취사시설, 샤워실",0
241,왕피천관광농원,4074.0,10,50,"상하수도,전기,화장실,샤워장",0
242,요카카오토캠핑장,,15,60,"샤워실, 개수대, 매점, 화장실, 물놀이장",0
243,용추그린캠프,,32,128,-,0
244,용추밸리 캠프야영장,,26,104,-,0
245,웅진오토캠핑장,29023.0,4,16,화장실+취사장+샤워장,0
246,원앙캠핑장,,6,24,관리동. 편의점 등,0
247,월성오토캠핑장,985.0,6,24,"전기시설, 상하수도시설,샤워실",0
248,위정캠핑장,8700.0,50,160,취사장+샤워시설,0
249,위천수변테마파크,7610.0,38,150,주차장+관리실,0
250,유토피아 오토캠핑장,12367.0,31,128,상하수도시설+전기시설+화장실+취사시설+샤워실,0
251,은빛초원캠핑장,2567.0,20,50,전기시설+샤워실+화장실+휴대용가스렌지+매점,0
252,은해로운 캠핑장,9020.0,14,1,"상하수도, 전기, 화장실, 취사, 샤워실",0
253,이포보 오토 캠핑장,35262.0,75,180,화장실+전기시설+샤워실+상하수도 시설,0
254,인제 아리캠핑장,2036.0,11,0,전기시설+상하수도시설+샤워실,0
255,인제 연가리 오토캠핑장 펜션,4400.0,25,0,전기시설+상하수도시설+샤워실,0
256,인제나르샤파크 캠핑장,2192.9,12,0,전기시설+상하수도시설+샤워실,0
257,임진강리조트,3511.0,15,60,전기시설+하수도시설+샤워실,0
258,입화산참살이숲 야영장,,50,200,테크로드+전망대+방문자 안내소+취사장+화장실+음수대+샤워장,0
259,입화산참살이숲 야영장,,50,200,테크로드+전망대+방문자 안내소+취사장+화장실+음수대+샤워장,0
260,자라섬캠핑장,268530.0,334,1336,전기시설+상하수도시설+샤워실+화장실,0
261,자바카라반,2225.0,15,60,전기시설+상하수도시설+샤워실,0
262,자연과우리펜션야영장,250.0,5,25,화장실1+샤워실1,0
263,자연속캠핑장,,15,100,"전기시설,가족목욕탕, 간이수영장",0
264,자연속캠핑장,1869.0,15,60,화장실+게수대+샤워실,0
265,자유랜드,3576.0,18,72,전기시설+상하수도시설+화장실+샤워실,0
266,작은바람언덕,,2,8,관리동(주택),0
267,작천정별빛야영장,44480.0,65,258,전기시설+화장실+취사시설+샤워실,0
268,작천정별빛야영장,44480.0,65,258,전기시설+화장실+취사시설+샤워실,0
269,장수누리파크오토캠핑장,2767.0,19,76,"상하수도, 전기시설, 화장실, 취사시설, 샤워실",0
270,장수방화동가족휴가촌자동차야영장,11130.0,65,260,"상하수도, 전기시설, 화장실, 취사시설, 샤워실",0
271,장좌리캠핑장,4101.0,24,96,"화장실, 샤워실, 취사장",0
272,장태산자연휴양림 캠핑장,4237.0,20,100,"상.하수도시설, 전기시설, 화장실, 취사시설,샤워실",0
273,장태산자연휴양림캠핑장,4237.0,20,100,전기기설+상하수도시설+취사사설+샤워실+화장실,0
274,장터추어탕캠핑장,7179.0,20,80,화장실+취사장+샤워장,0
275,전원일기마을 오토 캠핑장,6650.0,30,160,전기시설+상하수도시설+샤워실+화장실,0
276,전주도란도란캠핑장,2512.0,10,30,전기시설+상하수도시설+샤워실,0
277,정읍시 내장산국민여가캠핑장,30295.0,82,480,화장실+취사장+샤워장,0
278,정읍시 섬진강 캠핑장,1688.0,13,52,샤워장+화장실+취사실 등,0
279,제일관광캠핑장,,5,20,전기시설+하수도시설+개수대,0
280,제주도캠핑카라반,1850.0,13,52,상하수도+전기+화장실+취사실+샤워실,0
281,제주캠핑카라반,,15,60,관리동. 공동화장실,0
282,제주파인비치 카라반,,6,24,관리동. 화장실,0
283,제주플래티늄카라반,1374.0,11,38,상하수도+전기+화장실+취사실+샤워실,0
284,제주할리데이,2700.0,14,45,상하수도+전기+화장실+취사실+샤워실,0
285,좌구산 오토캠핑장,18000.0,11,80,"화장실, 휴게정자, 샤워실 등",0
286,㈜농업법인 한국영농 오토캠핑장,4894.0,15,60,관리실+화장실+샤워실+개수대,0
287,주문진글렘핑오토캠핑장,4990.0,30,70,전기시설+상하수도시설,0
288,㈜밀모빨강치마자동차야영장,57131.0,11,40,화장실취사장,0
289,주식회사 제이에스글로벌,890.0,1,55,상하수도시설+전기시설+화장실+취사시설+샤워실,0
290,주식회사 제이에스글로벌,890.0,1,55,상하수도시설+전기시설+화장실+취사시설+샤워실,0
291,주암오토캠핑장,7545.0,40,160,"샤워장, 개수대, 화장실 등",0
292,㈜오리장림관광농원자동차야영장,2260.0,7,1,"상하수도, 전기, 화장실, 취사, 샤워실",0
293,㈜자연에너지 드림랜드 오토캠핑장,5000.0,113,1,"상하수도, 전기, 화장실, 취사, 샤워실",0
294,㈜청보리,3190.0,38,150,샤워실+화장실+취사시설,0
295,지경국민여가캠핑장,4900.0,16,100,화장실1+샤워실1,0
296,지리산 대경캠핑장,,30,120,"화장실,샤워실,취사장",0
297,지리산반내골오토캠핑장,2229.0,30,120,"샤워장, 음수대",0
298,지리산오토캠핑장,10989.0,20,80,"샤워장, 음수대, 족구장",0
299,창원시 달천공원 오토캠핑장,5170.0,31,140,상하수도시설+전기시설+화장실+취사시설+샤워실,0
300,창원시 달천공원 오토캠핑장,5170.0,31,140,상하수도시설+전기시설+화장실+취사시설+샤워실,0
301,천동오토캠핑장(상),4339.0,21,84,샤워시설,0
302,천등산캠핑장,,54,216,"화장실, 샤워실, 개수대, 매점",0
303,철원 평화마을 서울캠핑장,,26,104,"하수도, 전기, 화장실, 개수대, 샤워실",0
304,철원가산농원캠핑장,,68,500,"하수도, 전기, 화장실, 개수대, 샤워실",0
305,청도 힐링 오토캠핑장,7417.0,42,168,화장실+샤워실+취사시설,0
306,청도신화랑풍류마을 오토캠핑장,5565.0,42,150,화장실+샤워실+취사시설,0
307,청도프로방스불빛축제카라반펜션,1113.0,4,16,화장실+샤워실+취사시설,0
308,청산관광농원(트리독스),2484.0,11,30,"화장실, 샤워실",0
309,청암산오토캠핑장,26866.0,57,364,샤워부스+개수대+남자화장실+여자화장실+화로대+전기시설,0
310,청평힐리조트,9438.0,23,92,전기시설+상하수도시설+샤워실+화장실,0
311,초록슈피아캠핑장,,17,120,"화장실,샤워실,개수대,매점",0
312,초록슈피아캠핑장,1828.0,17,68,화장실+게수대+샤워실,0
313,추암오토캠핑장,7000.0,20,32,전기시설+상하수도시설+샤워실+화장실,0
314,추암오토캠핑장,7000.0,20,32,전기시설+상하수도시설+샤워실+화장실,0
315,춘장대오토캠핑장,4950.0,30,120,전기시설+상하수도+샤워시설+취사장+샤워장+화장실,0
316,춘장대오토캠핑장,4950.0,30,120,전기시설+상하수도시설+취사장+화장실+샤워장,0
317,춘장대오토캠핑장,4950.0,30,120,전기시설+상하수도시설+취사장+화장실+샤워장,0
318,춘장대오토캠핑장,4950.0,30,120,전기시설+상하수도시설+취사장+화장실+샤워장,0
319,충북대학교 천문대 천문 체험학교,2731.0,18,72,"화장실,샤워실",0
320,충주반딧불오토캠핑장,,60,240,"화장실, 개수대, 샤워실, 매점, 족구장",0
321,충주호캠핑장,,55,220,"화장실, 샤워실, 개수대, 매점",0
322,충효테마관광농원야영장,29762.0,35,140,"화장실, 샤워실, 취사장",0
323,충효테마관광농원야영장,29762.0,31,124,"화장실, 샤워실, 취사장",0
324,치산관광지 캠핑장,20000.0,28,1,"상하수도, 전기, 화장실, 취사, 샤워실",0
325,칠갑산오토캠핑장,,75,375,놀이터,0
326,칠갑산오토캠핑장,,75,375,취사시설2+샤워실2+화장실2,0
327,칠곡보오토캠핑장,30000.0,99,396,전기시설+상하수도시설+화장실+샤워장,0
328,캠파제주,,8,32,샤워실. 화장실. 카페 등,0
329,캠프아이엔지,5253.0,28,100,화장실 등,0
330,캠프원 관광농원,39310.0,217,868,화장실+샤워실+취사시설,0
331,캠핑 뜨락 오토캠핑장,5873.0,21,80,전기시설+상하수도시설+샤워실,0
332,캠핑스타,6600.0,28,76,상하수도+전기+화장실+취사실+샤워실,0
333,캠핑파크,6917.0,8,60,전기시설+하수도시설+샤워실+개수대+물놀이놀이터+다목적구장+잔디광장+매점+피자+쿠키체험,0
334,캠핑파크,6917.0,8,60,전기시설+하수도시설+샤워실+개수대+물놀이놀이터+다목적구장+잔디광장+매점+피자+쿠키체험,0
335,코끼리 관광농원,2209.0,19,60,"화장실, 샤워실",0
336,큐브존 캠핑장,10508.0,19,76,"화장실, 샤워실, 개수대",0
337,클럽레드존캠핑장,8696.0,16,64,전기시설+상하수도시설+샤워실+화장실,0
338,클럽레스피아in삽교바다공원,,10,30,전기시설+상하수도시설+화장실+샤워실,0
339,태안라온캠핑장,4996.0,31,44,전기시설+하수도시설,0
340,태안라온캠핑장,4996.0,31,44,전기시설+하수도시설,0
341,태안별빛오토캠핑장,18306.0,60,52,전기시설+하수도시설,0
342,태안별빛오토캠핑장,18306.0,60,52,전기시설+하수도시설,0
343,테하스랜드,2400.0,12,48,상하수도+전기+화장실,0
344,테하스랜드 글램핑장,2400.0,12,60,상하수도시설+전기시설+화장실+취사시설+샤워실,0
345,토토큰바위 야영장,5744.0,25,100,전기시설+상하수도시설+샤워실+화장실,0
346,통영오토캠핑장,7359.0,14,96,카라반+샤워실+화장실+취사시설,0
347,통영오토캠핑장,,24,100,"개수대,샤워실,화장실",0
348,통제영오토캠핑장,4973.0,31,124,샤워실+화장실+취사시설,0
349,파인힐 빌리지 캠핑장,4762.0,11,80,상하수도시설+전기시설+화장실+취사시설+샤워실,0
350,팔공SS오토캠핑장,7440.0,38,100,주차장,0
351,팔영산야영장,,62,250,화장실+취사장+전기시설,0
352,팜핑제주,,7,28,관리동,0
353,패미리오토캠핑장,,40,160,"전기시설,샤워실,개수대,매점",0
354,패미리오토캠핑장,5836.0,40,160,화장실+게수대+샤워실,0
355,페리오오토캠핑장,583.0,2,20,"상하수도,전기,화장실,취사시설,샤워실",0
356,평화강변 수목캠핑장,24806.0,74,296,전기시설+상하수도시설+샤워실,0
357,평화누리캠핑장,,150,0,전기시설+하수도시설+샤워실,0
358,포시즌오토캠핑장,,30,120,"화장실, 샤워실, 매점",0
359,포천 비둘기낭 캠핑장,,79,316,"화장실, 샤워실, 매점",0
360,폴리파크카라반,2100.0,4,16,하수도+전기+화장실+취사실+샤워실,0
361,푸른바다와 캠핑,2466.0,17,68,샤워실+화장실+취사시설,0
362,피아골오토캠핑장,16423.0,40,200,"샤워장, 음수대, 족구장",0
363,하늘아래첫동네캠핑장,2251.0,24,96,전기시설+상하수도시설+샤워실,0
364,하동군다목적캠핑장,,30,200,모빌홈 3 + 카라반 6 + 샤워실 등,0
365,학교가자캠핑장,15231.0,11,250,전기시설+상하수도시설+샤워실+화장실+취사실,0
366,학동자동차아영장,,174,600,"화장실, 개수대, 샤워실",0
367,학동자동차야영장아영장,26619.0,174,600,"화장실, 개수대, 샤워실",0
368,학암포자동차야영장,27451.0,100,400,전기시설+하수도시설,0
369,학암포자동차야영장,27451.0,100,400,전기시설+하수도시설,0
370,한송오토캠핑장,6417.0,25,100,전기시설+상하수도시설+샤워실+화장실,0
371,한스캠핑장,7497.0,59,172,화장실+취사장+샤워장,0
372,한울오토캠핑장,21500.0,62,248,화장실+취사장+샤워장,0
373,한탄강관광지오토캠핑장,3716.0,1,640,전기시설+상하수도시설+샤워실,0
374,한터팜오토캠핑장,,30,120,전기시설+하수도시설+개수대,0
375,한티별빛아래관광농원야영장,9971.0,42,168,전기시설+상하수도+화장실+샤워장,0
376,함양용추오토캠핑장,,35,140,-,0
377,합천 아마존 오토캠핑장,8302.0,18,72,전기시설+상하수도시설,0
378,합천라온오토캠핑장,4907.0,17,90,전기시설+상하수도시설,0
379,해마원오토캠핑장,,19,76,"취사시설, 샤워시설, 화장실, 어업체험시설",0
380,해창만 수변공원 오토캠핑장,,35,280,화장실+취사장+샤워장,0
381,햇솔 오토 캠핑장,6786.0,16,64,상수도+전기시설+화장실+취사시설+샤워실,0
382,향림오토캠핑장,,24,100,"전기시설,샤워실,개수대,화장실, 족구장",0
383,향림오토캠핑장,4015.0,16,64,화장실+게수대+샤워실,0
384,호반오토캠핑장,,87,420,"전기시설, 샤워실, 개수대,  족구장, 매점, 수영장",0
385,호반오토캠핑장,14050.0,87,348,화장실+게수대+샤워실,0
386,호호캠핑장,1686.0,12,48,화장실+취사장+샤워장,0
387,홍산관광농원,14533.0,20,80,상하수도시설+화장실+취사시설+샤워실,0
388,홍산관광농원,14533.0,29,80,상하수도시설+화장실+취사시설+샤워실,0
389,홍천강 오토캠핑장,31740.0,10,20,화장실+취사시설+,0
390,홍천강 자라바위 오토캠핑장,19235.0,53,200,화장실+취사시설+,0
391,홍천와캠핑,4995.0,25,100,화장실+취사시설+,0
392,화강 수변 오토 캠핑장,,72,288,"상수도, 전기, 화장실, 개수대, 샤워실",0
393,화명오토캠핑장,15657.0,30,150,"화장실,샤워장,개수장",0
394,화성시 향남오토캠핑장,14649.0,43,268,전기시설+샤워실+화장실+조리대,0
395,황매산국민여가캠핑장,20330.0,97,1000,전기시설+상하수도시설,0
396,황산 캠핑장,35000.0,115,400,상하수도+ 전기+ 화장실+ 취사시설+ 샤워실,0
397,황산 캠핑장,35000.0,115,400,상하수도+ 전기+ 화장실+ 취사시설+ 샤워실,0
398,황산벌캠핑펜션,12367.0,31,128,상하수도+전기+화장실,0
399,횡성 산울림오토캠핑장,17841.0,10,40,"화장실, 샤워실, 개수대",0
400,휴파크,6383.0,20,50,전기시설+상하수도시설+샤워실+화장실+취사실,0
401,희리산자연휴양림야영장,4432.0,22,132,전기시설+상하수도시설+취사장+화장실+샤워장,0
402,희리산자연휴양림야영장,4432.0,22,132,전기시설+상하수도시설+취사장+화장실+샤워장,0
403,희리산자연휴양림야영장,4432.0,22,132,전기시설+상하수도시설+취사장+화장실+샤워장,0
404,힐빙스토리자동차야영장,,29,116,-,0
